CAT,PRICE,value,date
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-20
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-20
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-23
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-23
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-23
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-23
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.7,2021-08-23
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-08-23
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.5,2021-08-23
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-08-23
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7,2021-08-23
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-23
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-23
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-23
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-23
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-23
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-08-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-23
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-08-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-23
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-08-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-23
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-08-23
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-23
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-23
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-23
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-23
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-23
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-23
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-25
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-25
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-25
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-25
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.7,2021-08-25
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-08-25
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.5,2021-08-25
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-08-25
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7,2021-08-25
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-25
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-25
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-25
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-25
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-25
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-08-25
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-25
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-25
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-08-25
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-25
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-25
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-08-25
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-25
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-25
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-08-25
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-25
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-25
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-25
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-25
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-25
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-25
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-27
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-08-27
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-27
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-08-27
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.7,2021-08-27
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-08-27
Κατσίκια,ΚΑΤΩΤΕΡΗ,6.5,2021-08-27
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-08-27
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7,2021-08-27
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-27
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-08-27
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-27
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-27
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-27
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-08-27
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-27
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-27
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-08-27
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-27
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-27
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-08-27
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-27
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-27
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-08-27
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-27
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-27
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-27
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-27
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-27
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-27
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-08-30
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.3,2021-08-30
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-08-30
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.4,2021-08-30
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-08-30
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-08-30
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-08-30
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-08-30
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.2,2021-08-30
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-08-30
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.8,2021-08-30
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-08-30
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-30
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-30
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-08-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-30
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-08-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-08-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-08-30
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-08-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-08-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-08-30
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-08-30
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-08-30
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-30
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-08-30
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-08-30
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-08-30
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-08-30
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-09-01
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.3,2021-09-01
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-09-01
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.4,2021-09-01
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-09-01
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-09-01
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-09-01
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-09-01
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.2,2021-09-01
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-09-01
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.8,2021-09-01
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-09-01
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-09-01
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-01
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-09-01
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-09-01
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-01
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-09-01
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-09-03
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.3,2021-09-03
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-09-03
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.4,2021-09-03
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-09-03
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-09-03
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-09-03
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-09-03
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.2,2021-09-03
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-09-03
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-09-03
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-09-03
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-03
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-09-03
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-09-03
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-03
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-09-03
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-09-03
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-03
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-09-03
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-09-03
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-03
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-09-03
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-09-03
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-09-03
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-03
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-09-03
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-09-03
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-03
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-09-03
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8,2021-09-06
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.3,2021-09-06
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-09-06
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.4,2021-09-06
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.8,2021-09-06
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.6,2021-09-06
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-09-06
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-09-06
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.2,2021-09-06
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2021-09-06
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,4.5,2021-09-06
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.3,2021-09-06
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-06
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-09-06
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.4,2021-09-06
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-06
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-09-06
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.8,2021-09-06
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-06
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.5,2021-09-06
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.35,2021-09-06
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-06
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.9,2021-09-06
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.75,2021-09-06
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-09-06
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-06
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-09-06
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-09-06
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-06
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-09-06
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8.3,2021-09-08
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.3,2021-09-08
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-09-08
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.2,2021-09-08
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.6,2021-09-08
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-09-08
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-09-08
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-09-08
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.2,2021-09-08
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2021-09-08
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5,2021-09-08
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.5,2021-09-08
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-08
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.4,2021-09-08
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-09-08
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-08
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-09-08
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-09-08
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.1,2021-09-08
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.4,2021-09-08
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.3,2021-09-08
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.5,2021-09-08
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-09-08
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-09-08
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-09-08
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-08
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-09-08
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.6,2021-09-08
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-08
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-09-08
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8.3,2021-09-10
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.3,2021-09-10
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-09-10
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.3,2021-09-10
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.7,2021-09-10
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,7.5,2021-09-10
Κατσίκια,ΚΑΤΩΤΕΡΗ,7,2021-09-10
Κατσίκια,ΑΝΩΤΕΡΗ,7.5,2021-09-10
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,7.3,2021-09-10
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,4,2021-09-10
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.2,2021-09-10
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,4.6,2021-09-10
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.2,2021-09-10
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.4,2021-09-10
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.25,2021-09-10
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.6,2021-09-10
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-09-10
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.7,2021-09-10
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,2.05,2021-09-10
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,2.35,2021-09-10
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.2,2021-09-10
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,2.5,2021-09-10
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,2.8,2021-09-10
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,2.6,2021-09-10
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,4.9,2021-09-10
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,5.6,2021-09-10
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.4,2021-09-10
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,4.8,2021-09-10
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,5.5,2021-09-10
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,5.3,2021-09-10
Αρνιά εγχωρια,ΚΑΤΩΤΕΡΗ,8.3,2021-09-13
Αρνιά εγχωρια,ΑΝΩΤΕΡΗ,9.5,2021-09-13
Αρνιά εγχωρια,ΕΠΙΚΡΑΤΟΥΣΑ,8.8,2021-09-13
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,7.2,2021-09-13
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,7.7,2021-09-13
